"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"CRUS","Cirrus Logic, Inc.","19.83","1259169543.96","n/a","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CISAA","CIS Acquisition Ltd.","10.16","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cisaa",
"CISAU","CIS Acquisition Ltd.","10.3201","53932842.6","n/a","2012","Finance","Business Services","http://www.nasdaq.com/symbol/cisau",
"CISAW","CIS Acquisition Ltd.","0.26","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cisaw",
"CSCO","Cisco Systems, Inc.","22.74","121582082063.7","n/a","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","16.78","259254305.66","n/a","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CZNC","Citizens & Northern Corp","20.01","247566381.33","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","7.59","39115649.43","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","10.1","19884647.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","18.86","91850350.04","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","60.44","11265839575.64","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","45.76","719808918.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CDTI","Clean Diesel Technologies, Inc.","2.72","25269305.92","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","12.02","1074087931.94","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","5.6","19619611.2","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLFD","Clearfield, Inc.","18.49","240151152.36","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","9.31","83635519.17","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/clro",
"CLIR","ClearSign Combustion Corporation","11.03","97181734.22","n/a","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","1.15","51959431.1","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CKSW","ClickSoftware Technologies Ltd.","9.1","288059972.2","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"CSBK","Clifton Savings Bancorp, Inc.","12.91","338882852.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","72.9","2470832213.4","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CME","CME Group Inc.","75.49","25315993715.57","n/a","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CMSB","CMS Bancorp, Inc.","9.4","17510348.2","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cmsb",
"CCNE","CNB Financial Corporation","17.33","249345391.74","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CISG","CNinsure Inc.","6.17","308148778.92","n/a","2007","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/cisg",
"COA           ","Coastal Contacts Inc                    ","8.01","261760303.89","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coa           ",
"CWAY","Coastway Bancorp, Inc.","10.9","0","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","11.85","477987844.95","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COBR","Cobra Electronics Corporation","3.1","20469238","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cobr",
"COKE","Coca-Cola Bottling Co. Consolidated","72.3","668804570.7","n/a","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CDXS","Codexis, Inc.","1.73","65922570.36","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","21.88","105026297.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","5.28","33645791.52","n/a","2005","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Group, Inc.","42","1989074682","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","37.85","3303570142.25","n/a","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","99.34","30050061019.94","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COHR","Coherent, Inc.","74.21","1841624969.79","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"COHU","Cohu, Inc.","10.36","258399979.88","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CWTR","Coldwater Creek, Inc.","0.7662","23468362.7424","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cwtr",
"CCIX","Coleman Cable, Inc.","26.23","483395529.07","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/ccix",
"JACQ","COLLABRIUM JAPAN ACQUISITION CORPORATION","10.45","58520000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacq",
"JACQU","COLLABRIUM JAPAN ACQUISITION CORPORATION","11.3","63280000","n/a","2012","Finance","Business Services","http://www.nasdaq.com/symbol/jacqu",
"JACQW","COLLABRIUM JAPAN ACQUISITION CORPORATION","0.13","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacqw",
"CLRX","CollabRx, Inc.","3.911","7677136.56","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clrx",
"CLCT","Collectors Universe, Inc.","18.19","154617619.36","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COBK","Colonial Financial Services, Inc.","12.6","48548530.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cobk",
"CBAN","Colony Bankcorp, Inc.","6.18","52154614.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","27.39","1404275850.45","n/a","1992","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"CBRX","Columbia Laboratories, Inc.","7.08","85027578.6","n/a","1988","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbrx",
"COLM","Columbia Sportswear Company","75.38","2600561379.9","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","26.09","513784891.1","n/a","1996","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","2.72","26848679.36","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmx",
"CBMXW","CombiMatrix Corporation","0.51","0","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmxw",
"CMCSA","Comcast Corporation","53.54","140029977053.06","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CMCSK","Comcast Corporation","51.65","24888180409.05","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsk",
"CBSH","Commerce Bancshares, Inc.","45.35","4347211273.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CVGI","Commercial Vehicle Group, Inc.","7.58","216802106.38","n/a","2004","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","18.3","3398381296.8","n/a","2013","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"CTCH","Commtouch Software Ltd.","3.18","83807240.04","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctch",
"JCS","Communications Systems, Inc.","11.7","100053041.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"CBIN","Community Bank Shares of Indiana, Inc.","20.05","68007494.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbin",
"ESXB","Community Bankers Trust Corporation.","3.8","82464297.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CTBI","Community Trust Bancorp, Inc.","42.33","668955001.23","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","7.25","57034176.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"COB","CommunityOne Bancorp","11.41","248049360.86","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cob",
"CVLT","CommVault Systems, Inc.","74.97","3544766550.99","n/a","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"GSJK","Compressco Partners, L.P.","21.5","334395154.5","n/a","2011","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/gsjk",
"CGEN","Compugen Ltd.","11.18","441291414.72","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","62.35","695772503.7","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","18.12","336920127.12","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"CPWR","Compuware Corporation","10.73","2323972340.25","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpwr",
"SCOR","comScore, Inc.","27.95","997576390.85","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","1.79","37146983.95","n/a","2004","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","31.795","510802572.5","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CNSI","Comverse Inc.","39.5","878159141.5","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cnsi",
"CNAT","Conatus Pharmaceuticals Inc.","10.39","162290542.81","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNQR","Concur Technologies, Inc.","111.61","6256117183.75","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnqr",
"CCUR","Concurrent Computer Corporation","7.98","73679683.14","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CNMD","CONMED Corporation","43.52","1201769809.92","n/a","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","34.79","383321821.19","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","39.83","202710483.36","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","67.35","2424253282.2","n/a","2003","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","19.71","790598019.78","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","13.76","201542004.48","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CTCT","Constant Contact, Inc.","32.43","994347029.19","n/a","2007","Technology","Advertising","http://www.nasdaq.com/symbol/ctct",
"CPSS","Consumer Portfolio Services, Inc.","9.15","203807191.5","n/a","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"CTRL","Control4 Corporation","27.79","632848553.12","n/a","2013","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"CPRT","Copart, Inc.","35.74","4487382233.48","n/a","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"CORT","Corcept Therapeutics Incorporated","3.19","318407457.5","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"BVA","Cordia Bancorp Inc.","4.4","12213528.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bva",
"CORE","Core-Mark Holding Company, Inc.","78.23","900898635.75","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"COCO","Corinthian Colleges, Inc.","1.68","146234296.32","n/a","1999","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/coco",
"CSOD","Cornerstone OnDemand, Inc.","56.22","2925224141.7","n/a","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRTX","Cornerstone Therapeutics Inc.","9.63","259230653.73","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crtx",
"CNDO","Coronado Biosciences, Inc.","2.89","102918341.87","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cndo",
"CRRS","Corporate Resource Services, Inc.","2.7","425916900","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/crrs",
"CRVL","CorVel Corp.","48.13","1007605496.66","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"COSI","Cosi, Inc.","1.51","27325121.57","n/a","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cosi",
"ATX","Costa Inc.","21.5","283663152.5","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/atx",
"CSGP","CoStar Group, Inc.","178.82","5142192267.36","n/a","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","116.29","51135318477.45","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","1.22","51382497.22","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah",
"CRRC","Courier Corporation","17.58","202295152.02","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/crrc",
"CVTI","Covenant Transportation Group, Inc.","8.97","133335354.36","n/a","1994","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cvti",
"COVS","Covisint Corporation","12.51","467411130","n/a","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/covs",
"COWN","Cowen Group, Inc.","4.03","474931607.02","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cown",
"CRAI","CRA International,Inc.","20.76","211019960.88","n/a","1998","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","103.21","2457579135.24","n/a","1981","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","16.87","319504995.67","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","30.2","1219853107.4","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"CACC","Credit Acceptance Corporation","139.12","3194913476.56","n/a","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cacc",
"DGLD","Credit Suisse AG","73.4","9983134","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dgld",
"DSLV","Credit Suisse AG","46.45","26334177.2","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dslv",
"GLDI","Credit Suisse AG","14.3","193413248.6","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gldi",
"SLVO","Credit Suisse AG","16.0098","13608330","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/slvo",
"TVIX","Credit Suisse AG","6.83","95090108.11","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/tvix",
